Start Year,start_month_sin,start_month_cos,start_day_sin,start_day_cos,event_duration_log,magnitude_missing,magnitude_scaled,country_freq,mag_scale_Km2,mag_scale_Kph,mag_scale_Moment_Magnitude,mag_scale_Unknown,mag_scale_Vaccinated,mag_scale_C,region_Africa,region_Americas,region_Asia,region_Europe,region_Oceania,subregion_Australia and New Zealand,subregion_Central Asia,subregion_Eastern Asia,subregion_Eastern Europe,subregion_Latin America and the Caribbean,subregion_Melanesia,subregion_Micronesia,subregion_Northern Africa,subregion_Northern America,subregion_Northern Europe,subregion_Polynesia,subregion_South-eastern Asia,subregion_Southern Asia,subregion_Southern Europe,subregion_Sub-Saharan Africa,subregion_Western Asia,subregion_Western Europe,assoc_freq,total_deaths_missing,no_injured_missing,no_affected_missing,no_homeless_missing,total_affected_missing,total_damage_usd_missing,total_damage_adjusted_usd_missing,reconstruction_costs_usd_missing,reconstruction_costs_adjusted_usd_missing,insured_damage_usd_missing,insured_damage_adjusted_usd_missing,aid_contribution_usd_missing,total_deaths_log,no_injured_log,no_affected_log,no_homeless_log,total_affected_log,total_damage_usd_log,total_damage_adjusted_usd_log,reconstruction_costs_usd_log,reconstruction_costs_adjusted_usd_log,insured_damage_usd_log,insured_damage_adjusted_usd_log,aid_contribution_usd_log,appeal_no,appeal_yes,ofda_bha_response_no,ofda_bha_response_yes,declaration_no,declaration_yes
2018,1.0,6.123233995736766e-17,0.10116832198743272,-0.994869323391895,6.46302945692067,1,-0.08326978595425069,0.0027898991344159096,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,12.767404103718484,7.934155233536322,12.767404103718484,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
2011,-1.0,-1.8369701987210297e-16,0.10116832198743272,-0.994869323391895,3.4011973816621555,1,-0.08326978595425069,0.0031475785106230775,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,4.624972813284271,3.9318256327243257,9.21064032698518,7.934155233536322,9.21064032698518,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1946,-0.5000000000000004,0.8660254037844384,0.72479278722912,0.6889669190756866,0.0,0,-0.08426691589895077,0.003934473138278847,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,5.993961427306569,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2021,-0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213,1.791759469228055,1,-0.08326978595425069,0.01673939480649546,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019600829816152802,0,1,0,1,0,0,0,1,1,1,1,1,1.791759469228055,3.9318256327243257,11.320565693461432,7.934155233536322,11.320565693461432,8.922791623969637,9.069122370060645,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2004,0.49999999999999994,-0.8660254037844387,-0.9987165071710528,-0.05064916883871355,2.302585092994046,1,-0.08326978595425069,0.0022891480077258746,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,1,1,1,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2017,-0.5000000000000004,0.8660254037844384,0.29936312297335804,-0.9541392564000488,0.6931471805599453,1,-0.08326978595425069,0.006295157021246155,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07425423850060806,0,0,0,1,0,1,1,1,1,1,1,1,3.1780538303479458,3.2188758248682006,8.699681400989514,7.934155233536322,8.703672758358856,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2021,-0.5000000000000004,0.8660254037844384,0.9377521321470804,0.3473052528448203,1.0986122886681098,1,-0.08326978595425069,0.04549681665355176,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,2.70805020110221,3.9318256327243257,9.305741456739435,7.934155233536322,9.305741456739435,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2010,0.49999999999999994,0.8660254037844387,0.6513724827222223,-0.758758122692791,0.0,0,-0.0842661938642334,0.008727376779454897,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,0,1,0,0,0,0,0,0,0,0,12.313001430810091,12.611541086966115,15.039286283703994,7.934155233536322,15.123843647884687,15.894952224644102,16.25860435791365,16.257857680289998,16.621509817601954,12.206077645517674,12.569729161479538,15.073554130922615,0,1,0,1,1,0
2021,0.8660254037844387,-0.49999999999999983,-0.4853019625310808,-0.8743466161445822,2.1972245773362196,1,-0.08326978595425069,0.006724372272694757,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07425423850060806,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,7.716906135298388,7.934155233536322,7.716906135298388,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2015,0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952,1.9459101490553132,1,-0.08326978595425069,0.07024822948708777,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,0,0,1,1,0,0,1,3.4339872044851463,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,14.914123179965662,15.194393018688555,13.244582780038517,13.459505389675746,14.508658238524095,14.788928036510312,6.620739651073516,1,0,1,0,1,0
2001,-0.5000000000000004,0.8660254037844384,0.9987165071710528,-0.05064916883871264,0.0,0,-0.08276436165208555,0.03934473138278847,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.019600829816152802,0,0,0,1,0,0,0,1,1,1,1,0,5.673323267171493,4.997212273764115,13.87378040948403,7.934155233536322,13.873919078983425,10.030164255362632,10.602020205372412,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.075346031088684,1,0,0,1,1,0
2023,-0.5000000000000004,0.8660254037844384,0.39435585511331855,0.9189578116202306,0.6931471805599453,1,-0.08326978595425069,0.007082051648901924,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,0.6931471805599453,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1982,0.8660254037844387,-0.49999999999999983,0.10116832198743272,-0.994869323391895,7.510430556378006,1,-0.08326978595425069,0.0016453251305529723,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,13.852132705460715,7.934155233536322,13.852132705460715,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
1957,0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476627,0.0,0,-0.0842763023502767,0.001359181629587238,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,2.6390573296152584,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2013,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,3.9318256327243257,0,4.087473937865393,0.012733385792975177,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,0,1,0,1,1,1,1,1,1,1,4.219507705176107,3.4965075614664802,12.104787149025487,7.934155233536322,12.10496418815713,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1993,-0.4999999999999998,-0.8660254037844388,-0.5712682150947924,0.8207634412072763,0.0,1,-0.08326978595425069,0.07024822948708777,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,1,1,1,1,1,1,1,0,0,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,10.714439990727769,11.489841058522854,6.620739651073516,1,0,1,0,1,0
2017,-0.8660254037844384,-0.5000000000000004,0.5712682150947923,0.8207634412072763,0.0,1,-0.08326978595425069,0.01673939480649546,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07425423850060806,0,0,0,0,0,0,0,1,1,1,1,1,3.6888794541139363,3.091042453358316,8.006700845440367,7.039660349862076,8.33375100695358,11.385103457032141,11.6317568398159,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2005,-0.5000000000000004,0.8660254037844384,-0.9987165071710528,-0.05064916883871355,3.9318256327243257,1,-0.08326978595425069,0.010873453036697903,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07425423850060806,0,1,0,1,0,0,0,1,1,1,1,1,4.02535169073515,3.9318256327243257,13.45883704259595,7.934155233536322,13.45883704259595,11.48247656671073,11.956379758982427,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
2014,1.2246467991473532e-16,-1.0,0.29936312297335804,-0.9541392564000488,0.0,1,-0.08326978595425069,0.013806423921596681,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,8.315321775377567,7.934155233536322,8.315321775377567,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1987,-0.8660254037844384,-0.5000000000000004,0.9987165071710528,-0.05064916883871264,0.0,0,-0.08426474979479863,0.00679590814793619,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07425423850060806,0,0,1,0,0,0,0,1,1,1,1,1,1.791759469228055,4.727387818712341,9.210440366976517,8.517393171418904,8.53954159508,6.90875477931522,7.923710333969238,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2013,-0.8660254037844386,0.5000000000000001,0.29936312297335804,-0.9541392564000488,0.0,1,-0.08326978595425069,0.0017883968810358394,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,1.3862943611198906,7.934155233536322,1.3862943611198906,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1997,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,2.772588722239781,1,-0.08326978595425069,0.0064382287717290225,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,1.9459101490553132,3.9318256327243257,6.576469569048224,7.934155233536322,6.576469569048224,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2006,0.49999999999999994,-0.8660254037844387,0.9680771188662043,-0.2506525322587204,2.1972245773362196,0,0.005432179075731634,0.007940482151799128,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,1,0,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,9.852246888342531,9.852246888342531,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2007,-0.8660254037844384,-0.5000000000000004,0.8978045395707416,-0.4403941515576344,2.70805020110221,0,0.38197328418876203,0.0030045067601402104,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,1,1,1,1.0986122886681098,3.9318256327243257,9.852246888342531,7.934155233536322,9.852246888342531,6.90875477931522,7.322510433997394,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2018,-0.4999999999999998,-0.8660254037844388,0.8486442574947509,0.5289640103269624,4.48863636973214,1,-0.08326978595425069,0.005865941769797553,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,0,1,1,0,1,1,1,1,1,1,1,4.3694478524670215,8.249313746260636,9.210440366976517,7.934155233536322,8.249313746260636,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1978,0.49999999999999994,-0.8660254037844387,-0.9680771188662041,-0.2506525322587213,1.6094379124341003,1,-0.08326978595425069,0.0007868946276557694,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00801201802704056,0,1,0,1,0,0,0,1,1,1,1,1,1.3862943611198906,3.9318256327243257,6.90875477931522,7.934155233536322,6.90875477931522,12.706850963741102,14.277279752115335,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1993,1.0,6.123233995736766e-17,0.29936312297335804,-0.9541392564000488,0.0,1,-0.08326978595425069,0.014092567422562416,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,0,0,0,0,1,1,1,1,1,1,1,3.6109179126442243,2.302585092994046,5.303304908059076,4.61512051684126,5.736572297479192,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1997,1.2246467991473532e-16,-1.0,-0.9377521321470804,0.3473052528448203,0.0,0,-0.08427197014197242,0.015523284927391086,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,1,1,0,0,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,10.12667110305036,6.2166061010848646,10.146472946063877,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2024,-0.5000000000000004,0.8660254037844384,-0.9680771188662041,-0.2506525322587213,0.6931471805599453,1,-0.08326978595425069,0.009514271407110666,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,0,0,0,0,1,1,1,1,1,1,1,2.4849066497880004,1.3862943611198906,5.049856007249537,3.58351893845611,5.267858159063328,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1946,0.8660254037844387,-0.49999999999999983,0.20129852008866006,0.9795299412524945,0.0,0,-0.08425464130875533,0.07024822948708777,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.007868946276557693,0,1,1,1,1,0,0,1,1,1,1,1,5.111987788356544,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,10.12667110305036,12.904774371003448,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2015,0.8660254037844386,0.5000000000000001,-0.651372482722222,-0.7587581226927911,1.3862943611198906,1,-0.08326978595425069,0.000500751126690035,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0038629372630374133,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,6.957497370876951,7.934155233536322,6.957497370876951,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1972,-0.8660254037844384,-0.5000000000000004,-0.651372482722222,-0.7587581226927911,0.0,1,-0.08326978595425069,0.00801201802704056,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,0,0,0,0,0,1,1,1,1,1,6.511745329644728,6.666956792429207,13.592368256649284,12.694655727828803,13.934879890342028,11.195484970354173,13.210579361896256,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
1945,-1.0,-1.8369701987210297e-16,-0.9987165071710528,-0.05064916883871355,0.0,0,-0.08427124810725506,0.05908863294942414,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,1,1,0,1,1,1,1,1,1,1,2.8903717578961645,3.4339872044851463,9.210440366976517,7.934155233536322,3.4339872044851463,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1987,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,0.0,0,-0.06973163500339868,0.003934473138278847,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,1,1,1,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2024,-0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895,2.0794415416798357,1,-0.08326978595425069,0.0030760426353816438,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,10.925956465688445,7.934155233536322,10.925956465688445,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1996,-0.8660254037844384,-0.5000000000000004,0.29936312297335804,-0.9541392564000488,0.0,0,-0.08280046338795449,0.02281994420201731,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,0,0,0,1,1,1,1,1,1,1,1.9459101490553132,4.31748811353631,8.594339400592892,5.579729825986222,8.655040258108363,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2004,-0.8660254037844384,-0.5000000000000004,0.39435585511331855,0.9189578116202306,3.295836866004329,1,-0.08326978595425069,0.002217612132484441,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,4.04305126783455,3.9318256327243257,6.452048954437226,7.934155233536322,6.452048954437226,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2013,-0.8660254037844386,0.5000000000000001,0.8978045395707416,-0.4403941515576344,1.791759469228055,0,-0.08335643012033614,0.01673939480649546,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,0,0,0,1,0,0,0,1,1,1,1,1,3.044522437723423,5.043425116919247,11.604601777542019,7.934155233536322,11.60600588798624,11.23850177707664,11.536046110960942,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1977,0.8660254037844387,-0.49999999999999983,-0.8978045395707417,-0.44039415155763423,0.0,0,-0.08426835996838553,0.00200300450676014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0015022533800701052,0,0,0,1,0,1,1,1,1,1,1,1,3.5553480614894135,0.6931471805599453,6.90875477931522,7.934155233536322,6.90975328164481,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1966,1.0,6.123233995736766e-17,0.72479278722912,0.6889669190756866,0.0,0,-0.08345029463359538,0.008727376779454897,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,1,1,1,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1995,1.0,6.123233995736766e-17,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.009871950783317833,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,0,0,1,1,1,1,1,1,1,3.970291913552122,3.9318256327243257,6.803505257608338,7.0909098220799835,7.650168700845001,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2006,0.8660254037844386,0.5000000000000001,-0.10116832198743204,-0.9948693233918952,4.382026634673881,0,0.1333767309952503,0.0066528363974533225,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07425423850060806,0,1,0,1,0,0,0,1,1,1,1,0,2.833213344056216,3.9318256327243257,10.96250972649727,7.934155233536322,10.96250972649727,7.937731775260109,8.379768515504566,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,7.421177528595393,1,0,0,1,1,0
2018,-1.0,-1.8369701987210297e-16,-0.5712682150947924,0.8207634412072763,0.0,0,-0.0842625836906465,0.03498104299306102,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.153587524143358e-05,0,1,0,1,0,0,0,0,0,1,1,1,8.328692583545568,3.9318256327243257,14.508658238524095,7.934155233536322,14.508658238524095,14.187074804051692,14.409598439547255,14.285514812209815,14.508038546864624,12.07254696717504,12.552562396037683,6.620739651073516,0,1,0,1,0,1
1956,-0.8660254037844384,-0.5000000000000004,0.20129852008866006,0.9795299412524945,0.0,1,-0.08326978595425069,0.04549681665355176,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,1,1,1,0,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.601402334583733,7.601402334583733,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2018,1.0,6.123233995736766e-17,0.5712682150947923,0.8207634412072763,0.0,1,-0.08326978595425069,0.05908863294942414,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,1,1,1,2.70805020110221,3.9318256327243257,12.083910661257521,7.934155233536322,12.083910661257521,11.898194668458823,12.120716261919547,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1998,0.49999999999999994,-0.8660254037844387,0.48530196253108104,-0.8743466161445821,0.0,1,-0.08326978595425069,0.007940482151799128,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,6.3818160174060985,3.9318256327243257,8.487558386286548,7.934155233536322,8.487558386286548,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2020,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945,1.6094379124341003,1,-0.08326978595425069,0.004578296015451749,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,0,0,1,1,1,1,1,2.9444389791664403,3.9318256327243257,7.783640596221253,7.934155233536322,7.783640596221253,10.275085591132715,10.46737989723881,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,0,1
1966,0.49999999999999994,-0.8660254037844387,-0.8978045395707417,-0.44039415155763423,0.0,1,-0.08326978595425069,0.016667858931254022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,0,0,0,0,0,1,1,1,1,1,4.997212273764115,4.060443010546419,11.74006900564972,10.275085591132715,11.94832470940403,9.201804040953895,11.47015365412632,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
2024,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,4.5217885770490405,1,-0.08326978595425069,0.0021460762572430075,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7569926318048501,1,0,1,1,0,1,1,1,1,1,1,1,2.9444389791664403,7.4673710669175595,9.210440366976517,7.934155233536322,7.4673710669175595,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1993,-0.4999999999999998,-0.8660254037844388,0.9884683243281114,0.1514277775045767,0.0,1,-0.08326978595425069,0.02281994420201731,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,1,1,0,1,1,1,1,1,1,1,3.332204510175204,3.58351893845611,9.210440366976517,7.934155233536322,3.58351893845611,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
