Start Year,start_month_sin,start_month_cos,start_day_sin,start_day_cos,event_duration_log,magnitude_missing,magnitude_scaled,country_freq,mag_scale_Km2,mag_scale_Kph,mag_scale_Moment_Magnitude,mag_scale_Unknown,mag_scale_Vaccinated,mag_scale_C,region_Africa,region_Americas,region_Asia,region_Europe,region_Oceania,subregion_Australia and New Zealand,subregion_Central Asia,subregion_Eastern Asia,subregion_Eastern Europe,subregion_Latin America and the Caribbean,subregion_Melanesia,subregion_Micronesia,subregion_Northern Africa,subregion_Northern America,subregion_Northern Europe,subregion_Polynesia,subregion_South-eastern Asia,subregion_Southern Asia,subregion_Southern Europe,subregion_Sub-Saharan Africa,subregion_Western Asia,subregion_Western Europe,assoc_freq,total_deaths_missing,no_injured_missing,no_affected_missing,no_homeless_missing,total_affected_missing,total_damage_usd_missing,total_damage_adjusted_usd_missing,reconstruction_costs_usd_missing,reconstruction_costs_adjusted_usd_missing,insured_damage_usd_missing,insured_damage_adjusted_usd_missing,aid_contribution_usd_missing,total_deaths_log,no_injured_log,no_affected_log,no_homeless_log,total_affected_log,total_damage_usd_log,total_damage_adjusted_usd_log,reconstruction_costs_usd_log,reconstruction_costs_adjusted_usd_log,insured_damage_usd_log,insured_damage_adjusted_usd_log,aid_contribution_usd_log,appeal_no,appeal_yes,ofda_bha_response_no,ofda_bha_response_yes,declaration_no,declaration_yes
1978,-0.8660254037844384,-0.5000000000000004,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.07024822948708777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,3.332204510175204,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1995,0.49999999999999994,-0.8660254037844387,-0.9680771188662041,-0.2506525322587213,1.3862943611198906,1,-0.08326978595425069,0.07024822948708777,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004363688389727448,0,1,1,1,1,1,1,1,1,0,0,1,1.3862943611198906,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,10.819798284210286,11.541794709132889,6.620739651073516,1,0,1,0,1,0
2000,-0.8660254037844386,0.5000000000000001,0.39435585511331855,0.9189578116202306,0.0,0,-0.08426980403782029,0.007940482151799128,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,0,0,0,0,1,1,1,1,1,1,1,0.6931471805599453,1.9459101490553132,6.621405651764134,3.58351893845611,6.674561391814426,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1969,-0.8660254037844384,-0.5000000000000004,0.9377521321470804,0.3473052528448203,0.0,1,-0.08326978595425069,0.00801201802704056,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,0,1,0,1,1,1,1,1,1,1,4.454347296253507,2.772588722239781,11.695255355062795,7.934155233536322,11.695380346209417,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1974,1.2246467991473532e-16,-1.0,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.00679590814793619,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,1,1,1,3.4965075614664802,3.9318256327243257,10.596659732783579,7.934155233536322,10.596659732783579,9.210440366976517,11.060667446852031,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
2015,0.49999999999999994,-0.8660254037844387,0.10116832198743272,-0.994869323391895,3.4657359027997265,1,-0.08326978595425069,0.005722870019314687,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,11.51293546492023,7.934155233536322,11.51293546492023,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2014,0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895,6.525029657843462,1,-0.08326978595425069,0.0022891480077258746,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,0,1,1,0,1,1,1,1,1,1,1,7.841885928984623,8.246695943718557,9.210440366976517,7.934155233536322,8.246695943718557,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,0,1
2024,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945,4.787491742782046,1,-0.08326978595425069,0.0017883968810358394,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,6.259581464064923,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1995,1.2246467991473532e-16,-1.0,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.0035052578868302454,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,0,2.9444389791664403,3.9318256327243257,12.323860125621126,7.934155233536322,12.323860125621126,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,5.4510384535657,1,0,1,0,1,0
1987,-1.0,-1.8369701987210297e-16,-0.72479278722912,0.6889669190756865,0.0,1,-0.08326978595425069,0.020530796194291438,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,6.311734809152915,3.9318256327243257,13.304686600863562,7.934155233536322,13.304686600863562,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2021,-0.8660254037844384,-0.5000000000000004,0.9884683243281114,0.1514277775045767,1.0986122886681098,1,-0.08326978595425069,0.0027898991344159096,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,8.517393171418904,7.934155233536322,8.517393171418904,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2016,1.0,6.123233995736766e-17,0.8978045395707416,-0.4403941515576344,0.6931471805599453,1,-0.08326978595425069,0.016667858931254022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07425423850060806,0,1,1,1,1,0,0,1,1,1,1,1,3.4339872044851463,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.51293546492023,11.780667550692455,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2025,0.8660254037844387,-0.49999999999999983,0.7907757369376989,-0.6121059825476626,0.0,1,-0.08326978595425069,0.009514271407110666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,0,0,1,0,1,1,1,1,1,1,1,1.0986122886681098,2.772588722239781,9.084323531392696,7.934155233536322,9.086023537468803,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2008,-0.8660254037844384,-0.5000000000000004,0.5712682150947923,0.8207634412072763,0.0,1,-0.08326978595425069,0.0010730381286215038,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7569926318048501,1,0,1,1,0,1,1,1,1,1,1,1,2.9444389791664403,4.61512051684126,9.210440366976517,7.934155233536322,4.61512051684126,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2021,0.49999999999999994,0.8660254037844387,0.48530196253108104,-0.8743466161445821,1.0986122886681098,1,-0.08326978595425069,0.07024822948708777,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.019600829816152802,0,1,1,1,1,0,0,1,1,1,1,1,1.3862943611198906,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,13.42246945133505,13.568864217189335,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2015,-0.8660254037844386,0.5000000000000001,0.10116832198743272,-0.994869323391895,1.6094379124341003,1,-0.08326978595425069,0.001359181629587238,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.90353755128617,7.934155233536322,9.90353755128617,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2020,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306,0.6931471805599453,1,-0.08326978595425069,0.009514271407110666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07425423850060806,0,0,1,1,0,1,1,1,1,1,1,1,2.9444389791664403,1.6094379124341003,9.210440366976517,7.934155233536322,1.6094379124341003,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2015,-0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203,1.791759469228055,1,-0.08326978595425069,0.05908863294942414,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,0,0,0,0,1,1,1,1,1,2.70805020110221,3.9318256327243257,9.595670797663967,6.803505257608338,9.65509029374725,10.668978650219241,10.949243923047078,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1982,-0.4999999999999998,-0.8660254037844388,0.5712682150947923,0.8207634412072763,0.0,1,-0.08326978595425069,0.02281994420201731,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,0,0,1,1,1,1,1,1,1,4.61512051684126,3.9318256327243257,9.210440366976517,11.849404844423074,11.849404844423074,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1999,-0.8660254037844384,-0.5000000000000004,-0.2993631229733582,-0.9541392564000488,1.6094379124341003,1,-0.08326978595425069,0.0041490807640031475,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,0,0,0,1,1,1,1,1,1,1,1.791759469228055,5.910796644040527,10.839600519357369,8.987321812850125,10.991527483599203,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1953,-2.4492935982947064e-16,1.0,0.6513724827222223,-0.758758122692791,0.0,0,-0.08426402776008127,0.012733385792975177,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,1,0,0,1,1,1,1,1,1,1,2.302585092994046,3.044522437723423,9.210440366976517,6.90875477931522,6.928537818164665,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2025,-1.0,-1.8369701987210297e-16,-0.9680771188662041,-0.2506525322587213,0.0,1,-0.08326978595425069,0.005722870019314687,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014307175048286716,1,0,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,4.51085950651685,6.786716950605081,7.934155233536322,6.883462586413092,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1980,0.49999999999999994,0.8660254037844387,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.0008584305028972029,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,2.3978952727983707,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2001,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945,4.394449154672439,0,0.776081493975618,0.0064382287717290225,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,1,1,0,3.7376696182833684,3.9318256327243257,12.786193894948449,7.934155233536322,12.786193894948449,11.703554089007538,12.275426118659205,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,8.66406026722579,1,0,0,1,1,0
2001,-0.8660254037844384,-0.5000000000000004,0.29936312297335804,-0.9541392564000488,0.0,1,-0.08326978595425069,0.04549681665355176,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,2.833213344056216,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2006,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866,0.0,0,-0.08316148074664387,0.0061520852707632875,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,1,0,0,0,1,1,1,1,1,1,1,1.3862943611198906,3.9318256327243257,8.718172930028725,4.61512051684126,8.734399150063695,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1996,-0.8660254037844384,-0.5000000000000004,0.20129852008866006,0.9795299412524945,3.2188758248682006,0,3.7056434952267323,0.009871950783317833,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,0,0,1,1,1,1,1,1.6094379124341003,3.9318256327243257,9.546884034617925,7.934155233536322,9.546884034617925,11.849404844423074,12.542512738777651,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2005,-1.0,-1.8369701987210297e-16,-0.10116832198743204,-0.9948693233918952,1.3862943611198906,0,2.144604436253824,0.04549681665355176,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07425423850060806,0,0,1,0,0,1,1,1,1,1,1,1,3.1780538303479458,1.6094379124341003,9.210440366976517,7.824445930877619,7.826044013518965,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1989,0.8660254037844387,-0.49999999999999983,-0.8978045395707417,-0.44039415155763423,0.0,1,-0.08326978595425069,0.016667858931254022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,0,0,1,1,1,1,1,1,1,3.8066624897703196,3.9318256327243257,9.210440366976517,12.631160626217515,12.631160626217515,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2002,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203,1.3862943611198906,1,-0.08326978595425069,0.010158094284283568,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07425423850060806,1,1,1,1,1,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1971,-0.8660254037844384,-0.5000000000000004,-0.2993631229733582,-0.9541392564000488,0.0,1,-0.08326978595425069,0.0030760426353816438,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,0,1,0,0,0,0,0,1,1,1,1,1,2.70805020110221,3.9318256327243257,11.51293546492023,9.61587214452889,11.652696102959753,5.303304908059076,7.346010209913293,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
1991,-1.0,-1.8369701987210297e-16,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.020530796194291438,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,7.438971592395862,3.9318256327243257,11.58989576532275,7.934155233536322,11.58989576532275,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1993,-0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763,0.0,1,-0.08326978595425069,0.05908863294942414,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,4.0943445622221,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1998,0.49999999999999994,0.8660254037844387,0.9987165071710528,-0.05064916883871264,0.0,1,-0.08326978595425069,0.07024822948708777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,2.0794415416798357,3.9318256327243257,7.696667081526462,7.934155233536322,7.696667081526462,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2002,-0.8660254037844384,-0.5000000000000004,0.9884683243281114,0.1514277775045767,3.091042453358316,1,-0.08326978595425069,0.0019314686315187067,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,0,0,1,1,1,1,1,2.9444389791664403,3.9318256327243257,7.266128779556451,7.934155233536322,7.266128779556451,10.308985993422082,10.865114872798575,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1994,1.0,6.123233995736766e-17,-0.10116832198743204,-0.9948693233918952,0.0,0,-0.0822661576970942,0.0061520852707632875,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,1,1,1,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2021,0.8660254037844386,0.5000000000000001,-0.2993631229733582,-0.9541392564000488,0.0,0,-0.0842763023502767,0.015523284927391086,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,0,0,1,0,0,0,1,1,1,1,1,1.0986122886681098,4.1588830833596715,12.459403927482587,7.934155233536322,12.459648403964586,9.210440366976517,9.35686202463895,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2004,0.8660254037844387,-0.49999999999999983,-0.8978045395707417,-0.44039415155763423,0.0,1,-0.08326978595425069,0.05908863294942414,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007082051648901924,0,0,1,0,0,0,0,1,1,1,1,1,2.0794415416798357,5.337538079701318,9.210440366976517,6.55250788703459,6.811244378601294,8.699681400989514,9.20693457884135,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1935,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,0.0,0,-0.0842625836906465,0.014092567422562416,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.007868946276557693,0,0,1,1,0,1,1,1,1,1,1,1,11.002116507732017,10.12667110305036,9.210440366976517,7.934155233536322,10.12667110305036,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1968,-0.5000000000000004,0.8660254037844384,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.0016453251305529723,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,1,1,0,1,0,0,0,1,1,1,1,1,2.9444389791664403,3.9318256327243257,12.100717685412471,7.934155233536322,12.100717685412471,6.2166061010848646,8.414052432496725,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
1965,1.0,6.123233995736766e-17,0.10116832198743272,-0.994869323391895,3.4657359027997265,1,-0.08326978595425069,0.05908863294942414,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,1,1,1,0,0,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,10.207989868218158,12.506106865134031,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2023,-0.8660254037844386,0.5000000000000001,-0.848644257494751,0.5289640103269624,4.143134726391533,1,-0.08326978595425069,0.0037198655125545463,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.07425423850060806,0,0,0,1,0,1,1,1,1,1,1,1,2.0794415416798357,3.5553480614894135,9.139166552521658,7.934155233536322,9.142810715182584,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1976,-1.0,-1.8369701987210297e-16,0.10116832198743272,-0.994869323391895,0.0,1,-0.08326978595425069,0.0066528363974533225,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,1,0,1,0,1,1,1,1,1,1,1,5.017279836814924,3.9318256327243257,5.703782474656201,7.934155233536322,5.703782474656201,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
2001,-0.8660254037844384,-0.5000000000000004,0.10116832198743272,-0.994869323391895,0.0,0,-0.08345029463359538,0.013806423921596681,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,1,1,1,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2022,-0.8660254037844384,-0.5000000000000004,-0.72479278722912,0.6889669190756865,3.970291913552122,1,-0.08326978595425069,0.013806423921596681,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00801201802704056,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,12.027250957045844,7.934155233536322,12.027250957045844,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1988,-0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213,0.6931471805599453,1,-0.08326978595425069,0.00479290364117605,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,0,0,0,0,0,0,0,1,1,1,1,1,4.875197323201151,5.631211781821365,12.611541086966115,11.002116507732017,12.794634010274864,12.899222326086994,13.874750692408448,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
1997,-0.8660254037844386,0.5000000000000001,0.9987165071710528,-0.05064916883871264,0.0,1,-0.08326978595425069,0.02281994420201731,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569926318048501,1,1,0,1,0,1,1,1,1,1,1,1,2.9444389791664403,3.9318256327243257,6.133398042996649,7.934155233536322,6.133398042996649,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2022,-0.5000000000000004,0.8660254037844384,-0.72479278722912,0.6889669190756865,0.0,1,-0.08326978595425069,0.0034337220115888117,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,2.70805020110221,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
2000,-0.5000000000000004,0.8660254037844384,-0.8978045395707417,-0.44039415155763423,0.0,0,-0.07976791757496364,0.010873453036697903,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7569926318048501,0,0,0,1,0,0,0,1,1,1,1,1,3.9512437185814275,6.3473892096560105,13.602604425002543,7.934155233536322,13.60330941948455,10.959557617938563,11.559293650897756,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,0,1,1,0
1998,0.49999999999999994,-0.8660254037844387,0.6513724827222223,-0.758758122692791,1.6094379124341003,1,-0.08326978595425069,0.015523284927391086,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7569926318048501,0,1,1,1,1,1,1,1,1,1,1,1,3.332204510175204,3.9318256327243257,9.210440366976517,7.934155233536322,8.699681400989514,11.141876276228,11.837737123384356,13.244582780038517,13.459505389675746,12.07254696717504,12.552562396037683,6.620739651073516,1,0,1,0,1,0
